id,section,section_vi,japanese,reading,vietnamese,usage,level,example_jp,example_vi
v696,4.3,Tổng hợp bổ sung,ドラスティック,dorasutikku,Quyết liệt,Drastic,J1,ドラスティックな改革が必要です。,Cần cải cách quyết liệt.
v697,4.3,Tổng hợp bổ sung,コンティンジェンシー,kontinjenshii,Dự phòng / Bất ngờ,Contingency,J1,コンティンジェンシープランを用意します。,Chuẩn bị kế hoạch dự phòng.
v698,5.1,Giao tiếp xã giao,ご苦労様です,gokurousama desu,Vất vả rồi (dùng cho cấp dưới),"Chỉ sếp nói với NV, KHÔNG dùng ngược lại",J4,ご苦労様です。今日も頑張ってくれてありがとう。,Vất vả rồi. Cảm ơn hôm nay cũng cố gắng.
v699,5.1,Giao tiếp xã giao,お待たせいたしました,omatase itashimashita,Xin lỗi đã để chờ,Khi quay lại sau khi để khách chờ,J4,お待たせいたしました。資料をお持ちしました。,Xin lỗi để chờ. Đã mang tài liệu.
v700,5.1,Giao tiếp xã giao,ご遠慮なく,goenryo naku,Đừng ngại,Mời khách/đối tác thoải mái,J3,ご遠慮なくお申し付けください。,"Đừng ngại, cứ nói."
v701,5.1,Giao tiếp xã giao,恐縮ですが,kyoushuku desu ga,Rất ngại nhưng...,Nhờ việc khi thấy áy náy,J2,恐縮ですが、もう一度説明していただけますか。,"Rất ngại, nhưng giải thích lại được không?"
v702,5.1,Giao tiếp xã giao,光栄です,kouei desu,Vinh dự,"Khi được khen, được mời",J3,お招きいただき光栄です。,Vinh dự được mời.
v703,5.1,Giao tiếp xã giao,お陰様で,okagesama de,Nhờ phúc (của mọi người),Đáp lại khi được hỏi thăm,J3,お陰様で、元気にしております。,"Nhờ phúc mọi người, tôi vẫn khỏe."
v704,5.1,Giao tiếp xã giao,ご指摘ありがとうございます,goshiteki arigatou,Cảm ơn đã chỉ ra,Khi người khác chỉ ra lỗi,J3,ご指摘ありがとうございます。すぐに修正いたします。,Cảm ơn đã chỉ ra. Sửa ngay.
v705,5.1,Giao tiếp xã giao,お気遣いなく,okizukai naku,Đừng bận tâm,Khi người khác lo lắng cho mình,J3,お気遣いなく。大丈夫です。,Đừng bận tâm. Không sao.
v706,5.2,Hành chính (NNN tại Nhật),転入届,tennyuu todoke,Đơn chuyển đến,Nộp khi chuyển đến nơi ở mới,J4,転入届を14日以内に提出してください。,Nộp đơn chuyển đến trong 14 ngày.
v707,5.2,Hành chính (NNN tại Nhật),転出届,tenshutsu todoke,Đơn chuyển đi,Nộp khi rời nơi ở cũ,J4,引っ越し前に転出届を出してください。,Nộp đơn chuyển đi trước khi dọn nhà.
v708,5.2,Hành chính (NNN tại Nhật),住民票,juuminhyou,Giấy đăng ký cư dân,Resident record,J4,住民票を取得してください。,Hãy lấy giấy đăng ký cư dân.
v709,5.2,Hành chính (NNN tại Nhật),戸籍,koseki,Hộ tịch,Family register,J3,戸籍謄本が必要です。,Cần bản sao hộ tịch.
v710,5.2,Hành chính (NNN tại Nhật),国民健康保険,kokumin kenkou hoken,BHYT quốc dân,National health insurance,J3,国民健康保険に加入してください。,Hãy tham gia BHYT quốc dân.
v711,5.2,Hành chính (NNN tại Nhật),年金,nenkin,Lương hưu / Pension,Pension,J3,年金を納めていますか。,Anh có đóng pension không?
v712,5.2,Hành chính (NNN tại Nhật),住民税,juuminzei,Thuế cư dân,Resident tax,J3,住民税は6月に届きます。,Thuế cư dân đến vào T6.
v713,5.2,Hành chính (NNN tại Nhật),国民年金,kokumin nenkin,Lương hưu quốc dân,National pension,J3,国民年金の免除申請ができます。,Có thể xin miễn pension quốc dân.
v714,5.2,Hành chính (NNN tại Nhật),脱退一時金,dattai ichijikin,Tiền hoàn lương hưu,Lump-sum withdrawal (pension),J2,帰国後に脱退一時金を申請できます。,Về nước có thể xin hoàn pension.
v715,5.2,Hành chính (NNN tại Nhật),永住権,eijuuken,Quyền vĩnh trú,Permanent residence,J3,永住権を申請する予定です。,Dự kiến xin quyền vĩnh trú.
v716,5.2,Hành chính (NNN tại Nhật),帰化,kika,Nhập tịch,Naturalization,J2,日本に帰化しました。,Đã nhập tịch Nhật.
v717,5.2,Hành chính (NNN tại Nhật),資格外活動許可,shikakugai katsudou kyoka,Giấy phép hoạt động ngoài tư cách,Permission for activities outside status,J3,アルバイトには資格外活動許可が必要です。,Làm thêm cần giấy phép hoạt động ngoài.
v718,5.2,Hành chính (NNN tại Nhật),再入国許可,sainyuukoku kyoka,Giấy phép tái nhập cảnh,Re-entry permit,J3,みなし再入国許可で出国できます。,Xuất cảnh bằng giấy phép tái nhập mặc định.
v719,5.2,Hành chính (NNN tại Nhật),入管,nyuukan,Cục Xuất nhập cảnh,Immigration bureau,J4,入管でビザの手続きをします。,Làm thủ tục visa ở nhập cảnh.
v720,5.2,Hành chính (NNN tại Nhật),市役所,shiyakusho,Tòa thị chính,City hall,J4,市役所で住民登録をします。,Đăng ký cư dân ở tòa thị chính.
v721,5.2,Hành chính (NNN tại Nhật),区役所,kuyakusho,Văn phòng quận,Ward office,J4,区役所で届出を出します。,Nộp đơn ở văn phòng quận.
v722,5.2,Hành chính (NNN tại Nhật),ハローワーク,haroo waaku,Trung tâm việc làm,Public employment agency,J4,ハローワークで仕事を探します。,Tìm việc ở Hello Work.
v723,5.2,Hành chính (NNN tại Nhật),労働基準監督署,roudou kijun kantokusho,Sở giám sát tiêu chuẩn LĐ,Labor Standards Inspection Office,J2,労働基準監督署に相談できます。,Có thể tư vấn ở sở giám sát LĐ.
v724,5.3,Y tế & Sức khỏe,病院,byouin,Bệnh viện,Hospital,J5,病院に行きます。,Đi bệnh viện.
v725,5.3,Y tế & Sức khỏe,診察,shinsatsu,Khám bệnh,Medical examination,J4,診察を受けます。,Đi khám.
v726,5.3,Y tế & Sức khỏe,処方箋,shohousen,Đơn thuốc,Prescription,J3,処方箋をもらいました。,Đã lấy đơn thuốc.
v727,5.3,Y tế & Sức khỏe,薬局,yakkyoku,Nhà thuốc,Pharmacy,J4,薬局で薬を受け取ります。,Nhận thuốc ở nhà thuốc.
v728,5.3,Y tế & Sức khỏe,症状,shoujou,Triệu chứng,Symptoms,J3,症状を説明してください。,Hãy mô tả triệu chứng.
v729,5.3,Y tế & Sức khỏe,診断,shindan,Chẩn đoán,Diagnosis,J3,医師の診断を受けました。,Đã được bác sĩ chẩn đoán.
v730,5.3,Y tế & Sức khỏe,入院,nyuuin,Nhập viện,Hospitalization,J4,入院が必要です。,Cần nhập viện.
v731,5.3,Y tế & Sức khỏe,退院,taiin,Xuất viện,Discharge,J4,来週退院できます。,Tuần sau được xuất viện.
v732,5.3,Y tế & Sức khỏe,救急車,kyuukyuusha,Xe cấp cứu,Ambulance,J4,救急車を呼んでください。119番です。,Gọi cấp cứu. Số 119.
v733,5.3,Y tế & Sức khỏe,健康診断,kenkou shindan,Khám sức khỏe định kỳ,Health checkup,J4,会社の健康診断があります。,Có khám sức khỏe công ty.
v734,5.3,Y tế & Sức khỏe,保険証,hokenshou,Thẻ bảo hiểm,Insurance card,J4,保険証を持っていますか。,Có thẻ BH không?
v735,5.3,Y tế & Sức khỏe,窓口負担,madoguchi futan,Phần tự trả tại quầy,Co-payment,J3,窓口負担は30%です。,Tự trả 30% tại quầy.
v736,5.3,Y tế & Sức khỏe,高額療養費,kougaku ryouyouhi,Chế độ chặn viện phí,High-cost medical care,J2,高額療養費制度で上限額が決まります。,Chế độ chặn viện phí có mức trần.
v737,5.4,Nhà ở & Đời sống,賃貸,chintai,Thuê nhà,Rental,J4,賃貸マンションに住んでいます。,Đang thuê chung cư.
v738,5.4,Nhà ở & Đời sống,家賃,yachin,Tiền thuê nhà,Rent,J4,家賃は月8万円です。,"Tiền thuê 80,000 yên/tháng."
v739,5.4,Nhà ở & Đời sống,敷金,shikikin,Tiền đặt cọc,Security deposit,J3,敷金は家賃2ヶ月分です。,Cọc bằng 2 tháng tiền thuê.
v740,5.4,Nhà ở & Đời sống,礼金,reikin,Tiền cảm ơn (cho chủ nhà),Key money,J3,礼金は家賃1ヶ月分です。,Tiền cảm ơn 1 tháng tiền thuê.
v741,5.4,Nhà ở & Đời sống,更新料,koushinryou,Phí gia hạn hợp đồng,Renewal fee,J3,2年ごとに更新料がかかります。,2 năm 1 lần có phí gia hạn.
v742,5.4,Nhà ở & Đời sống,不動産,fudousan,Bất động sản,Real estate,J3,不動産屋で部屋を探します。,Tìm phòng ở tiệm BĐS.
v743,5.4,Nhà ở & Đời sống,管理費,kanrihi,Phí quản lý,Management fee,J3,管理費は月5000円です。,Phí quản lý 5000 yên/tháng.
v744,5.4,Nhà ở & Đời sống,光熱費,kounentsuhi,Tiền điện nước ga,Utility bills,J4,光熱費は別途かかります。,Điện nước ga tính riêng.
v745,5.4,Nhà ở & Đời sống,引っ越し,hikkoshi,Chuyển nhà,Moving,J4,来月引っ越しする予定です。,Tháng sau dự kiến chuyển nhà.
v746,5.4,Nhà ở & Đời sống,粗大ゴミ,sodai gomi,Rác cồng kềnh,Oversized garbage,J4,粗大ゴミは有料で回収されます。,Rác cồng kềnh thu phí.
v747,5.4,Nhà ở & Đời sống,町内会,chounaikai,Hội dân phố,Neighborhood association,J3,町内会に参加しています。,Tham gia hội dân phố.
v748,5.4,Nhà ở & Đời sống,自治体,jichitai,Chính quyền địa phương,Local government,J3,自治体のサービスを利用します。,Dùng dịch vụ chính quyền.
v749,5.5,Giao thông,定期券,teikiken,Vé tháng,Commuter pass,J4,定期券を購入しました。,Đã mua vé tháng.
v750,5.5,Giao thông,乗り換え,norikae,Đổi tàu,Transfer,J4,次の駅で乗り換えてください。,Đổi tàu ở ga tiếp.
v751,5.5,Giao thông,遅延,chien,Trễ / Chậm,Delay,J4,電車が遅延しています。,Tàu bị trễ.
v752,5.5,Giao thông,遅延証明書,chien shoumeisho,Giấy chứng nhận tàu trễ,Delay certificate,J4,遅延証明書をもらってください。,Hãy lấy giấy chứng nhận trễ.
v753,5.5,Giao thông,運賃,unchin,Tiền tàu / Cước phí,Fare,J4,運賃は320円です。,Cước phí 320 yên.
v754,5.5,Giao thông,改札,kaisatsu,Cổng soát vé,Ticket gate,J4,改札を通ってください。,Đi qua cổng soát vé.
v755,5.5,Giao thông,終電,shuuden,Tàu cuối,Last train,J4,終電は23時50分です。,Tàu cuối 23:50.
v756,5.5,Giao thông,始発,shihatsu,Tàu đầu,First train,J4,始発は5時15分です。,Tàu đầu 5:15.
v757,5.5,Giao thông,運転見合わせ,unten miawase,Tạm dừng chạy tàu,Service suspension,J3,事故のため運転見合わせです。,Dừng chạy do tai nạn.
v758,5.5,Giao thông,振替輸送,furikae yusou,Vận chuyển thay thế,Alternative transport,J3,振替輸送を利用してください。,Hãy dùng vận chuyển thay thế.
v759,5.6,Ngân hàng & Tài chính cá nhân,口座開設,kouza kaisetsu,Mở tài khoản,Open account,J4,銀行口座を開設したいです。,Muốn mở tài khoản ngân hàng.
v760,5.6,Ngân hàng & Tài chính cá nhân,預金,yokin,Tiền gửi,Deposit,J4,普通預金口座を開設します。,Mở tài khoản tiền gửi thường.
v761,5.6,Ngân hàng & Tài chính cá nhân,送金,soukin,Chuyển tiền,Remittance,J3,ベトナムに送金します。,Chuyển tiền về Việt Nam.
v762,5.6,Ngân hàng & Tài chính cá nhân,海外送金,kaigai soukin,Chuyển tiền quốc tế,International transfer,J3,海外送金の手数料はいくらですか。,Phí chuyển tiền QT bao nhiêu?
v763,5.6,Ngân hàng & Tài chính cá nhân,ATM,ee tii emu,Máy rút tiền,ATM,J5,ATMでお金を引き出します。,Rút tiền ở ATM.
v764,5.6,Ngân hàng & Tài chính cá nhân,暗証番号,anshou bangou,Mã PIN,PIN number,J4,暗証番号を入力してください。,Hãy nhập mã PIN.
v765,5.6,Ngân hàng & Tài chính cá nhân,通帳,tsuuchou,Sổ tiết kiệm,Bankbook,J4,通帳を記帳してください。,Hãy cập nhật sổ.
v766,5.6,Ngân hàng & Tài chính cá nhân,手数料,tesuuryou,Phí dịch vụ,Service fee,J4,手数料は無料です。,Miễn phí dịch vụ.
v767,5.6,Ngân hàng & Tài chính cá nhân,利息,risoku,Lãi suất (tiền gửi),Interest,J3,利息はほぼゼロです。,Lãi suất gần 0.
v768,5.6,Ngân hàng & Tài chính cá nhân,ローン,roon,Vay / Khoản vay,Loan,J3,住宅ローンを組みました。,Đã vay mua nhà.
v769,5.6,Ngân hàng & Tài chính cá nhân,クレジットカード,kurejitto kaado,Thẻ tín dụng,Credit card,J4,クレジットカードで支払います。,Thanh toán bằng thẻ tín dụng.
v770,5.6,Ngân hàng & Tài chính cá nhân,分割払い,bunkatsu barai,Trả góp,Installment,J3,分割払いは可能ですか。,Có thể trả góp không?
v771,5.6,Ngân hàng & Tài chính cá nhân,確定申告,kakutei shinkoku,Khai thuế,Tax return,J3,確定申告をしましたか。,Đã khai thuế chưa?
v772,5.6,Ngân hàng & Tài chính cá nhân,ふるさと納税,furusato nouzei,Nộp thuế quê hương,Hometown tax donation,J3,ふるさと納税をしています。,Tôi đang dùng Furusato nouzei.
v773,5.7,Thiên tai & An toàn,地震,jishin,Động đất,Earthquake,J5,地震が起きました。,Động đất xảy ra.
v774,5.7,Thiên tai & An toàn,津波,tsunami,Sóng thần,Tsunami,J4,津波警報が出ています。,Có cảnh báo sóng thần.
v775,5.7,Thiên tai & An toàn,台風,taifuu,Bão,Typhoon,J4,台風が接近しています。,Bão đang tiến gần.
v776,5.7,Thiên tai & An toàn,避難,hinan,Sơ tán / Tránh nạn,Evacuation,J4,避難してください。,Hãy sơ tán.
v777,5.7,Thiên tai & An toàn,避難所,hinanjo,Nơi sơ tán,Evacuation shelter,J4,近くの避難所に行ってください。,Đến nơi sơ tán gần nhất.
v778,5.7,Thiên tai & An toàn,防災,bousai,Phòng chống thiên tai,Disaster prevention,J3,防災訓練に参加してください。,Tham gia diễn tập phòng chống.
v779,5.7,Thiên tai & An toàn,緊急連絡先,kinkyuu renrakusaki,Số liên lạc khẩn cấp,Emergency contact,J4,緊急連絡先を登録してください。,Đăng ký số liên lạc khẩn.
v780,5.7,Thiên tai & An toàn,消防署,shoubousho,Sở cứu hỏa,Fire station,J4,火事は119番です。,Cháy gọi 119.
v781,5.7,Thiên tai & An toàn,警察,keisatsu,Cảnh sát,Police,J5,警察は110番です。,Cảnh sát gọi 110.
v782,5.7,Thiên tai & An toàn,交番,kouban,Đồn cảnh sát nhỏ,Police box,J4,近くの交番に届けてください。,Báo ở đồn cảnh sát gần nhất.
v783,5.8,Đọc biểu đồ & Bảng (BJT Part II),グラフ,gurafu,Biểu đồ,Graph,J4,グラフを見てください。,Xin xem biểu đồ.
v784,5.8,Đọc biểu đồ & Bảng (BJT Part II),棒グラフ,bou gurafu,Biểu đồ cột,Bar chart,J3,棒グラフで比較します。,So sánh bằng biểu đồ cột.
v785,5.8,Đọc biểu đồ & Bảng (BJT Part II),折れ線グラフ,oresen gurafu,Biểu đồ đường,Line chart,J3,折れ線グラフで推移を示します。,Biểu đồ đường thể hiện diễn biến.
v786,5.8,Đọc biểu đồ & Bảng (BJT Part II),円グラフ,en gurafu,Biểu đồ tròn,Pie chart,J3,円グラフでシェアを表します。,Biểu đồ tròn thể hiện thị phần.
v787,5.8,Đọc biểu đồ & Bảng (BJT Part II),表,hyou,Bảng,Table,J4,この表をご覧ください。,Xin xem bảng này.
v788,5.8,Đọc biểu đồ & Bảng (BJT Part II),軸,jiku,Trục (biểu đồ),Axis,J3,横軸は月、縦軸は売上です。,"Trục ngang: tháng, trục dọc: DT."
v789,5.8,Đọc biểu đồ & Bảng (BJT Part II),項目,koumoku,Hạng mục / Mục,Item/category,J3,各項目を確認してください。,Xác nhận từng hạng mục.
v790,5.8,Đọc biểu đồ & Bảng (BJT Part II),数値,suuchi,Số liệu / Giá trị,Numerical value,J3,正確な数値を記入してください。,Điền số liệu chính xác.
v791,5.8,Đọc biểu đồ & Bảng (BJT Part II),単位,tani,Đơn vị,Unit,J4,単位は万円です。,Đơn vị: vạn yên.
v792,5.8,Đọc biểu đồ & Bảng (BJT Part II),合計,goukei,Tổng cộng,Total,J4,合計は100万円です。,Tổng cộng 1 triệu yên.
v793,5.8,Đọc biểu đồ & Bảng (BJT Part II),平均,heikin,Trung bình,Average,J4,平均値を計算します。,Tính giá trị trung bình.
v794,5.8,Đọc biểu đồ & Bảng (BJT Part II),最大,saidai,Lớn nhất,Maximum,J4,最大値は500です。,Giá trị lớn nhất 500.
v795,5.8,Đọc biểu đồ & Bảng (BJT Part II),最小,saishou,Nhỏ nhất,Minimum,J4,最小値は10です。,Giá trị nhỏ nhất 10.
v796,5.8,Đọc biểu đồ & Bảng (BJT Part II),比較,hikaku,So sánh,Comparison,J3,前年と比較します。,So sánh với năm trước.
v797,5.8,Đọc biểu đồ & Bảng (BJT Part II),推移,suii,Diễn biến / Biến động,Trend/transition,J2,価格の推移を分析します。,Phân tích diễn biến giá.
v798,5.8,Đọc biểu đồ & Bảng (BJT Part II),傾向,keikou,Xu hướng,Tendency,J3,上昇傾向にあります。,Có xu hướng tăng.
v799,5.8,Đọc biểu đồ & Bảng (BJT Part II),構成,kousei,Cấu thành / Thành phần,Composition,J3,売上の構成比を示します。,Thể hiện tỷ lệ cấu thành DT.
v800,5.8,Đọc biểu đồ & Bảng (BJT Part II),占める,shimeru,Chiếm,Account for,J3,アジアが売上の60%を占めています。,Châu Á chiếm 60% DT.
v801,5.8,Đọc biểu đồ & Bảng (BJT Part II),達する,tassuru,Đạt đến,Reach,J3,売上が10億円に達しました。,DT đạt 1 tỷ yên.
v802,5.8,Đọc biểu đồ & Bảng (BJT Part II),下回る,shitamawaru,Thấp hơn,Fall below,J3,目標を下回りました。,Thấp hơn mục tiêu.
v803,5.8,Đọc biểu đồ & Bảng (BJT Part II),上回る,uwamawaru,Cao hơn,Exceed,J3,目標を上回りました。,Cao hơn mục tiêu.
v804,5.8,Đọc biểu đồ & Bảng (BJT Part II),著しい,ichijirushii,Đáng kể,Remarkable/significant,J2,著しい成長を遂げました。,Tăng trưởng đáng kể.
v805,5.8,Đọc biểu đồ & Bảng (BJT Part II),堅調な,kenchou na,Vững chắc,Steady/solid,J2,売上は堅調に推移しています。,DT biến động vững chắc.
v806,5.8,Đọc biểu đồ & Bảng (BJT Part II),低迷する,teimei suru,Ì ạch / Trì trệ,Stagnate,J2,売上が低迷しています。,DT đang trì trệ.
v807,5.8,Đọc biểu đồ & Bảng (BJT Part II),持ち直す,mochinaosu,Phục hồi,Recover,J2,業績が持ち直しました。,Thành tích đã phục hồi.
v808,5.9,Email nâng cao,ご多用中,gotayouchuu,Trong lúc bận nhiều việc,During your busy time,J2,ご多用中のところ恐れ入りますが。,"Biết anh bận nhiều việc, xin phép."
v809,5.9,Email nâng cao,ご高配,gokohai,Sự quan tâm (kính),Kind consideration,J1,平素よりご高配を賜り。,Luôn nhận được sự quan tâm.
v810,5.9,Email nâng cao,ご厚情,gokojou,Ân tình,Kind feelings,J1,ご厚情に感謝いたします。,Cảm tạ ân tình.
v811,5.9,Email nâng cao,ご笑覧,goshouran,Xin vui lòng xem (khiêm),Please take a look (humble),J1,ご笑覧いただければ幸いです。,Rất vui nếu xem giúp.
v812,5.9,Email nâng cao,ご自愛ください,gojiai kudasai,Giữ gìn sức khỏe,Please take care,J3,季節の変わり目ですので、ご自愛ください。,"Đang giao mùa, giữ gìn sức khỏe."
v813,5.9,Email nâng cao,略儀ながら,ryakugi nagara,Tuy không đầy đủ lễ nghi,Despite the informality,J1,略儀ながらメールにてご挨拶申し上げます。,"Tuy không đủ lễ nghi, xin chào qua email."
v814,5.9,Email nâng cao,お目通し,ometoshi,Xem qua,Quick look/review,J2,お目通しいただければ幸いです。,Rất vui nếu xem qua.
v815,5.9,Email nâng cao,ご査閲,gosatsuetsu,Xem xét (rất trang trọng),Review (very formal),J1,ご査閲のほどお願いいたします。,Xin vui lòng xem xét.
v816,5.9,Email nâng cao,時下,jika,Hiện nay / Dạo này,At present,J1,時下ますますご清栄のこととお慶び申し上げます。,Chúc quý ngài ngày càng thịnh vượng.
v817,5.9,Email nâng cao,平素,heiso,Thường ngày,Usually/always,J2,平素よりお世話になっております。,Thường ngày vẫn nhận sự giúp đỡ.
v818,5.10,Sản xuất & Kỹ thuật (nâng cao),受入検査,ukeirekensa,Kiểm tra đầu vào,Incoming inspection,J3,受入検査を実施します。,Kiểm tra hàng nhận vào.
v819,5.10,Sản xuất & Kỹ thuật (nâng cao),抜き取り検査,nukitorikensa,Kiểm tra mẫu,Sampling inspection,J3,抜き取り検査を行います。,Kiểm tra lấy mẫu.
v820,5.10,Sản xuất & Kỹ thuật (nâng cao),全数検査,zensuu kensa,Kiểm tra toàn bộ,100% inspection,J3,全数検査に切り替えます。,Chuyển sang kiểm tra 100%.
v821,5.10,Sản xuất & Kỹ thuật (nâng cao),公差,kousa,Dung sai,Tolerance,J2,公差は±0.1mmです。,Dung sai ±0.1mm.
v822,5.10,Sản xuất & Kỹ thuật (nâng cao),寸法,sunpou,Kích thước,Dimension,J3,寸法を測定してください。,Đo kích thước.
v823,5.10,Sản xuất & Kỹ thuật (nâng cao),治具,jigu,Đồ gá / Jig,Jig/fixture,J3,治具を使って固定します。,Dùng jig để cố định.
v824,5.10,Sản xuất & Kỹ thuật (nâng cao),刃物,hamono,Dao cắt (máy),Cutting tool,J3,刃物を交換してください。,Hãy thay dao cắt.
v825,5.10,Sản xuất & Kỹ thuật (nâng cao),潤滑油,junkatsuyu,Dầu bôi trơn,Lubricant,J3,潤滑油を補充してください。,Bổ sung dầu bôi trơn.
v826,5.10,Sản xuất & Kỹ thuật (nâng cao),稼働率,kadouritsu,Tỷ lệ hoạt động,Operation rate,J2,稼働率を上げます。,Nâng tỷ lệ hoạt động.
v827,5.10,Sản xuất & Kỹ thuật (nâng cao),故障,koshou,Hỏng / Sự cố,Breakdown,J4,機械が故障しました。,Máy bị hỏng.
v828,5.10,Sản xuất & Kỹ thuật (nâng cao),修理,shuuri,Sửa chữa,Repair,J4,修理に出します。,Đưa đi sửa.
v829,5.10,Sản xuất & Kỹ thuật (nâng cao),交換,koukan,Thay thế,Replace/exchange,J4,部品を交換してください。,Hãy thay linh kiện.
v830,5.10,Sản xuất & Kỹ thuật (nâng cao),点検,tenken,Kiểm tra định kỳ,Inspection/checkup,J3,設備の点検を行います。,Kiểm tra thiết bị.
v831,5.10,Sản xuất & Kỹ thuật (nâng cao),整備,seibi,Bảo dưỡng / Chỉnh bị,Maintenance,J3,車両の整備を行います。,Bảo dưỡng xe.
v832,5.10,Sản xuất & Kỹ thuật (nâng cao),試運転,shiunten,Chạy thử,Test run,J3,機械の試運転を行います。,Chạy thử máy.
v833,5.10,Sản xuất & Kỹ thuật (nâng cao),段取り,dandori,Chuẩn bị (setup),Setup/preparation,J3,段取りを済ませてください。,Hãy hoàn tất chuẩn bị.
v834,5.10,Sản xuất & Kỹ thuật (nâng cao),手順,tejun,Trình tự / Thủ tục,Procedure/steps,J3,作業手順を確認してください。,Xác nhận trình tự làm việc.
v835,5.10,Sản xuất & Kỹ thuật (nâng cao),マニュアル,manyuaru,Hướng dẫn sử dụng,Manual,J4,マニュアルを読んでください。,Hãy đọc hướng dẫn.
v836,5.10,Sản xuất & Kỹ thuật (nâng cao),作業標準,sagyou hyoujun,Tiêu chuẩn tác nghiệp,Work standard,J2,作業標準に従ってください。,Tuân theo tiêu chuẩn tác nghiệp.
v837,5.10,Sản xuất & Kỹ thuật (nâng cao),5S,go esu,5S (Sàng lọc-Sắp xếp-Sạch sẽ-Săn sóc-Sẵn sàng),5S methodology,J3,5S活動を推進しています。,Đang đẩy mạnh 5S.
v838,5.11,Họp & Hội nghị (nâng cao),株主総会,kabunushi soukai,Đại hội cổ đông,Shareholders' meeting,J1,株主総会を開催します。,Tổ chức đại hội cổ đông.
v839,5.11,Họp & Hội nghị (nâng cao),取締役会,torishimariyaku kai,Họp HĐQT,Board meeting,J1,取締役会で決議されました。,Được HĐQT quyết nghị.
v840,5.11,Họp & Hội nghị (nâng cao),経営会議,keiei kaigi,Họp ban điều hành,Management meeting,J2,経営会議の結果を共有します。,Chia sẻ kết quả họp BĐH.
v841,5.11,Họp & Hội nghị (nâng cao),部門会議,bumon kaigi,Họp phòng ban,Department meeting,J3,部門会議を毎月開催します。,Họp phòng ban mỗi tháng.
v842,5.11,Họp & Hội nghị (nâng cao),全体会議,zentai kaigi,Họp toàn thể,All-hands meeting,J3,全体会議で発表があります。,Có phát biểu ở họp toàn thể.
v843,5.11,Họp & Hội nghị (nâng cao),懇親会,konshinkai,Tiệc giao lưu,Social gathering,J3,会議の後に懇親会があります。,Sau họp có tiệc giao lưu.
v844,5.11,Họp & Hội nghị (nâng cao),総会,soukai,Tổng hội / Đại hội,General assembly,J2,年次総会を開催します。,Tổ chức đại hội hàng năm.
v845,5.11,Họp & Hội nghị (nâng cao),式典,shikiten,Lễ / Nghi thức,Ceremony,J3,創立記念式典に出席します。,Dự lễ kỷ niệm thành lập.
v846,5.11,Họp & Hội nghị (nâng cao),祝辞,shukuji,Lời chúc mừng,Congratulatory speech,J2,社長が祝辞を述べました。,GĐ đọc lời chúc.
v847,5.11,Họp & Hội nghị (nâng cao),挨拶文,aisatsubun,Bài phát biểu / Lời chào,Greeting speech,J3,挨拶文を準備してください。,Chuẩn bị bài phát biểu.
v848,5.12,Từ vựng cơ bản J5,会社,kaisha,Công ty,Company,J5,会社に行きます。,Đi công ty.
v849,5.12,Từ vựng cơ bản J5,仕事,shigoto,Công việc,Work/job,J5,仕事が忙しいです。,Công việc bận.
v850,5.12,Từ vựng cơ bản J5,電話,denwa,Điện thoại,Telephone,J5,電話をかけます。,Gọi điện.
v851,5.12,Từ vựng cơ bản J5,コピー,kopii,Photocopy,Copy,J5,この書類をコピーしてください。,Hãy photo tài liệu này.
v852,5.12,Từ vựng cơ bản J5,FAX,fakkusu,Fax,Fax,J5,FAXで送ります。,Gửi bằng fax.
v853,5.12,Từ vựng cơ bản J5,パソコン,pasokon,Máy tính,Computer,J5,パソコンを使います。,Dùng máy tính.
v854,5.12,Từ vựng cơ bản J5,プリンター,purintaa,Máy in,Printer,J5,プリンターが動きません。,Máy in không chạy.
v855,5.12,Từ vựng cơ bản J5,机,tsukue,Bàn làm việc,Desk,J5,机の上に置いてください。,Đặt trên bàn.
v856,5.12,Từ vựng cơ bản J5,椅子,isu,Ghế,Chair,J5,椅子に座ってください。,Mời ngồi.
v857,5.12,Từ vựng cơ bản J5,名前,namae,Tên,Name,J5,お名前を教えてください。,Cho biết tên.
v858,5.12,Từ vựng cơ bản J5,住所,juusho,Địa chỉ,Address,J5,住所を書いてください。,Viết địa chỉ.
v859,5.12,Từ vựng cơ bản J5,電話番号,denwa bangou,Số điện thoại,Phone number,J5,電話番号を教えてください。,Cho số ĐT.
v860,5.12,Từ vựng cơ bản J5,メールアドレス,meeru adoresu,Địa chỉ email,Email address,J5,メールアドレスを教えてください。,Cho email.
v861,5.12,Từ vựng cơ bản J5,予約,yoyaku,Đặt chỗ / Đặt lịch,Reservation,J5,レストランを予約しました。,Đã đặt nhà hàng.
v862,5.12,Từ vựng cơ bản J5,約束,yakusoku,Hẹn / Hứa,Appointment/promise,J5,明日3時にお約束があります。,Ngày mai có hẹn lúc 3h.
v863,5.12,Từ vựng cơ bản J5,紹介,shoukai,Giới thiệu,Introduction,J4,自己紹介をしてください。,Hãy tự giới thiệu.
v864,5.12,Từ vựng cơ bản J5,説明,setsumei,Giải thích,Explanation,J4,詳しく説明してください。,Giải thích chi tiết.
v865,5.12,Từ vựng cơ bản J5,質問,shitsumon,Câu hỏi,Question,J5,質問がありますか。,Có câu hỏi không?
v866,5.12,Từ vựng cơ bản J5,回答,kaitou,Trả lời,Answer/reply,J4,回答をお待ちしております。,Chờ trả lời.
